"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
5.960100000E2,-1.529999971E-1,-4.589999914E-1,9.500000000E0
5.970100000E2,3.799999878E-2,-7.599999756E-2,9.883000374E0
5.980100000E2,-4.979999959E-1,1.149000049E0,1.126200008E1
5.990100000E2,-1.529999971E-1,1.149000049E0,1.030500031E1
6.000100000E2,-4.210000038E-1,1.455000043E0,8.005999565E0
6.010100000E2,-4.210000038E-1,-1.140000001E-1,9.039999962E0
6.020100000E2,-6.119999886E-1,0.000000000E0,8.427000046E0
6.030100000E2,1.909999996E-1,-7.599999756E-2,1.237300014E1
6.040100000E2,3.059999943E-1,1.838000059E0,9.845000267E0
6.050100000E2,1.529999971E-1,1.378999949E0,8.465999603E0
6.060100000E2,9.190000296E-1,1.140000001E-1,8.772000313E0
6.070100000E2,7.269999981E-1,8.040000200E-1,1.064900017E1
6.080100000E2,1.140000001E-1,4.979999959E-1,9.538000107E0
6.090200000E2,5.740000010E-1,-7.599999756E-2,9.729999542E0
6.100200000E2,-2.680000067E-1,6.890000105E-1,9.423000336E0
6.110200000E2,7.659999728E-1,1.110000014E0,9.461999893E0
6.120200000E2,3.829999864E-1,-4.589999914E-1,9.500000000E0
6.130200000E2,1.149000049E0,1.529999971E-1,1.038099957E1
6.140200000E2,-1.529999971E-1,3.829999864E-1,9.767999649E0
6.150200000E2,1.140000001E-1,6.510000229E-1,8.236000061E0
6.160200000E2,-4.210000038E-1,-1.072000027E0,1.007499981E1
6.170200000E2,2.680000067E-1,8.420000076E-1,1.152999973E1
6.180200000E2,-3.799999878E-2,1.417000055E0,9.079000473E0
6.190200000E2,-3.799999878E-2,7.269999981E-1,8.734000206E0
6.200200000E2,6.510000229E-1,1.417000055E0,8.925000191E0
6.210200000E2,4.589999914E-1,1.110000014E0,1.126200008E1
6.220200000E2,-8.040000200E-1,1.876999974E0,1.034300041E1
6.230200000E2,-3.799999878E-2,1.187000036E0,7.585000038E0
6.240200000E2,-3.059999943E-1,7.269999981E-1,8.350999832E0
6.250200000E2,-2.680000067E-1,1.761999965E0,9.998000145E0
6.260200000E2,4.589999914E-1,1.417000055E0,8.887000084E0
6.270200000E2,-1.140000001E-1,1.072000027E0,8.197999954E0
6.280200000E2,4.979999959E-1,-5.360000134E-1,9.385000229E0
6.290200000E2,1.140000001E-1,1.909999996E-1,1.149199963E1
6.300200000E2,-1.072000027E0,1.531999946E0,1.026599979E1
6.310200000E2,-1.909999996E-1,1.302000046E0,9.001999855E0
6.320200000E2,-3.440000117E-1,7.599999756E-2,9.307999611E0
6.330200000E2,-1.149000049E0,-3.440000117E-1,9.845000267E0
6.340200000E2,-1.140000001E-1,4.210000038E-1,1.141499996E1
6.350200000E2,4.589999914E-1,1.110000014E0,9.270000458E0
6.360200000E2,-1.529999971E-1,8.040000200E-1,8.121000290E0
6.370200000E2,1.187000036E0,-3.059999943E-1,9.194000244E0
6.380200000E2,1.529999971E-1,-4.210000038E-1,1.164500046E1
6.390200000E2,-3.829999864E-1,6.510000229E-1,1.114700031E1
6.400200000E2,0.000000000E0,4.589999914E-1,9.692000389E0
6.410200000E2,-7.599999756E-2,8.809999824E-1,7.125000000E0
6.420200000E2,-4.979999959E-1,6.119999886E-1,8.083000183E0
6.430200000E2,-6.119999886E-1,3.829999864E-1,1.126200008E1
6.440200000E2,0.000000000E0,1.340000033E0,1.030500031E1
6.450200000E2,1.140000001E-1,1.072000027E0,8.848999977E0
6.460200000E2,-3.440000117E-1,3.799999878E-2,8.619000435E0
6.470200000E2,9.959999919E-1,7.599999756E-2,8.503999710E0
6.480200000E2,4.210000038E-1,-4.589999914E-1,1.363700008E1
6.490200000E2,-6.119999886E-1,1.302000046E0,1.145400047E1
6.500200000E2,1.529999971E-1,8.040000200E-1,9.729999542E0
6.510200000E2,3.799999878E-2,9.190000296E-1,7.776000023E0
6.520200000E2,-4.979999959E-1,-2.680000067E-1,9.998000145E0
6.530200000E2,7.269999981E-1,1.072000027E0,1.091699982E1
6.540200000E2,1.529999971E-1,8.809999824E-1,8.925000191E0
6.550200000E2,-7.599999756E-2,8.040000200E-1,7.737999916E0
6.560200000E2,4.979999959E-1,-3.059999943E-1,1.114700031E1
6.570200000E2,7.599999756E-2,1.187000036E0,1.156900024E1
6.580200000E2,-6.510000229E-1,1.378999949E0,1.061100006E1
6.590200000E2,0.000000000E0,6.890000105E-1,9.270000458E0
6.600200000E2,3.799999878E-2,9.190000296E-1,6.817999840E0
6.610200000E2,-9.190000296E-1,-9.570000172E-1,9.307999611E0
6.620200000E2,-1.140000001E-1,-3.829999864E-1,1.179899979E1
6.630200000E2,2.290000021E-1,1.110000014E0,9.807000160E0
6.640200000E2,-2.290000021E-1,7.269999981E-1,7.814000130E0
6.650200000E2,-6.119999886E-1,9.570000172E-1,7.928999901E0
6.660200000E2,6.890000105E-1,-2.290000021E-1,9.347000122E0
6.670200000E2,-4.210000038E-1,1.187000036E0,1.099400043E1
6.680200000E2,-5.740000010E-1,8.420000076E-1,9.307999611E0
6.690200000E2,-2.290000021E-1,1.302000046E0,7.928999901E0
6.700200000E2,1.140000001E-1,7.269999981E-1,7.469999790E0
6.710200000E2,-1.225000024E0,-7.659999728E-1,9.767999649E0
6.720200000E2,-5.740000010E-1,6.510000229E-1,1.122399998E1
6.730200000E2,5.360000134E-1,1.225000024E0,9.960000038E0
6.740200000E2,4.589999914E-1,1.225000024E0,8.734000206E0
6.750200000E2,-2.290000021E-1,1.140000001E-1,7.814000130E0
6.760200000E2,1.187000036E0,-4.979999959E-1,9.729999542E0
6.770200000E2,8.420000076E-1,9.190000296E-1,1.130099964E1
6.780200000E2,-5.360000134E-1,1.302000046E0,9.920999527E0
6.790200000E2,-2.290000021E-1,1.072000027E0,8.503999710E0
6.800200000E2,-4.979999959E-1,-3.799999878E-2,8.388999939E0
6.810200000E2,-3.829999864E-1,-6.119999886E-1,1.076399994E1
6.820200000E2,5.360000134E-1,6.890000105E-1,1.187500000E1
6.830200000E2,1.909999996E-1,1.225000024E0,9.845000267E0
6.840200000E2,-7.599999756E-2,1.378999949E0,7.776000023E0
6.850200000E2,8.420000076E-1,3.440000117E-1,8.236000061E0
6.860200000E2,9.959999919E-1,-3.829999864E-1,1.187500000E1
6.870200000E2,-2.680000067E-1,1.455000043E0,9.767999649E0
6.880200000E2,0.000000000E0,8.809999824E-1,8.312000275E0
6.890200000E2,-1.909999996E-1,-3.799999878E-2,8.581000328E0
6.900200000E2,-9.959999919E-1,-1.149000049E0,1.126200008E1
6.910200000E2,4.210000038E-1,1.225000024E0,1.133899975E1
6.920200000E2,2.680000067E-1,8.809999824E-1,9.807000160E0
6.930200000E2,-1.529999971E-1,3.440000117E-1,7.776000023E0
6.940200000E2,1.034000039E0,1.529999971E-1,8.427000046E0
6.950200000E2,5.360000134E-1,3.799999878E-2,1.172200012E1
6.960200000E2,-3.440000117E-1,8.420000076E-1,9.883000374E0
6.970200000E2,2.290000021E-1,9.959999919E-1,7.814000130E0
6.980200000E2,-9.570000172E-1,-6.510000229E-1,9.039999962E0
6.990200000E2,-4.979999959E-1,-1.072000027E0,1.049600029E1
7.000200000E2,6.890000105E-1,8.040000200E-1,1.080300045E1
7.010200000E2,4.589999914E-1,6.890000105E-1,8.925000191E0
7.020200000E2,-1.909999996E-1,6.890000105E-1,7.853000164E0
7.030200000E2,7.659999728E-1,1.187000036E0,8.083000183E0
7.040200000E2,7.599999756E-2,4.589999914E-1,1.206700039E1
7.050200000E2,-4.589999914E-1,1.799999952E0,9.307999611E0
7.060200000E2,3.799999878E-2,7.659999728E-1,8.848999977E0
7.070200000E2,1.140000001E-1,4.979999959E-1,8.121000290E0
7.080200000E2,-6.890000105E-1,5.360000134E-1,9.307999611E0
7.090200000E2,-8.040000200E-1,1.072000027E0,1.183699989E1
7.100200000E2,2.290000021E-1,2.029999971E0,1.018999958E1
7.110200000E2,-1.140000001E-1,1.302000046E0,7.660999775E0
7.120200000E2,-4.979999959E-1,6.510000229E-1,8.848999977E0
7.130200000E2,1.110000014E0,7.269999981E-1,9.154999733E0
7.140200000E2,4.210000038E-1,6.119999886E-1,1.214299965E1
7.150200000E2,-3.799999878E-2,1.302000046E0,1.053400040E1
7.160200000E2,0.000000000E0,9.959999919E-1,1.015100002E1
7.170200000E2,0.000000000E0,1.264000058E0,6.703999996E0
7.180200000E2,-1.110000014E0,3.440000117E-1,8.503999710E0
7.190200000E2,-1.529999971E-1,1.529999971E-1,1.187500000E1
7.200200000E2,8.809999824E-1,5.740000010E-1,1.126200008E1
7.210200000E2,3.440000117E-1,6.119999886E-1,8.963999748E0
7.220200000E2,-3.829999864E-1,1.149000049E0,7.125000000E0
7.230200000E2,8.809999824E-1,-1.140000001E-1,8.848999977E0
7.240200000E2,3.799999878E-2,-2.290000021E-1,1.198999977E1
7.250200000E2,-2.680000067E-1,1.264000058E0,1.049600029E1
7.260200000E2,-2.290000021E-1,1.110000014E0,9.347000122E0
7.270200000E2,1.140000001E-1,1.493999958E0,6.664999962E0
7.280200000E2,-4.210000038E-1,-3.059999943E-1,9.385000229E0
7.290200000E2,-5.360000134E-1,-3.440000117E-1,1.156900024E1
7.300200000E2,4.589999914E-1,8.040000200E-1,1.053400040E1
7.310200000E2,3.059999943E-1,1.608000040E0,8.121000290E0
7.320200000E2,-3.059999943E-1,1.149000049E0,8.350999832E0
7.330200000E2,2.680000067E-1,7.269999981E-1,1.034300041E1
7.340200000E2,-7.269999981E-1,1.378999949E0,1.057299995E1
7.350200000E2,-7.599999756E-2,9.570000172E-1,9.232000351E0
7.360200000E2,-3.440000117E-1,1.187000036E0,7.469999790E0
7.370200000E2,-1.187000036E0,-3.799999878E-2,9.307999611E0
7.380200000E2,-6.890000105E-1,-1.340000033E0,1.176000023E1
7.390200000E2,1.529999971E-1,6.119999886E-1,1.068799973E1
7.400200000E2,4.210000038E-1,6.119999886E-1,9.538000107E0
7.410200000E2,0.000000000E0,1.149000049E0,7.393000126E0
7.420200000E2,1.646999955E0,-1.909999996E-1,8.083000183E0
7.430200000E2,4.589999914E-1,-1.608000040E0,1.237300014E1
7.440200000E2,-4.979999959E-1,1.187000036E0,1.053400040E1
7.450200000E2,3.059999943E-1,9.959999919E-1,9.652999878E0
7.460200000E2,-2.290000021E-1,1.646999955E0,7.585000038E0
7.470200000E2,-1.034000039E0,8.040000200E-1,8.734000206E0
7.480200000E2,-8.809999824E-1,1.952999949E0,1.095600033E1
7.490200000E2,1.149000049E0,2.259999990E0,1.026599979E1
7.500200000E2,9.959999919E-1,1.225000024E0,9.385000229E0
7.510200000E2,-6.119999886E-1,1.799999952E0,8.465999603E0
7.520200000E2,-1.909999996E-1,-3.059999943E-1,9.920999527E0
7.530200000E2,-3.799999878E-2,7.269999981E-1,1.038099957E1
7.540200000E2,7.599999756E-2,1.876999974E0,1.026599979E1
7.550200000E2,-4.589999914E-1,1.225000024E0,9.692000389E0
7.560200000E2,7.599999756E-2,3.059999943E-1,7.776000023E0
7.570200000E2,-1.493999958E0,2.680000067E-1,7.814000130E0
7.580200000E2,-9.570000172E-1,4.979999959E-1,1.103199959E1
7.590200000E2,4.589999914E-1,5.740000010E-1,1.061100006E1
7.600200000E2,-3.799999878E-2,9.190000296E-1,8.696000099E0
7.610200000E2,-5.360000134E-1,3.440000117E-1,8.503999710E0
7.620200000E2,3.440000117E-1,2.680000067E-1,1.049600029E1
7.630200000E2,-5.360000134E-1,2.029999971E0,1.076399994E1
7.640200000E2,-2.680000067E-1,1.493999958E0,1.053400040E1
7.650200000E2,1.140000001E-1,1.264000058E0,8.503999710E0
7.660200000E2,3.799999878E-2,1.140000001E-1,9.194000244E0
7.670200000E2,-2.290000021E-1,-3.059999943E-1,1.072599983E1
7.680200000E2,3.829999864E-1,1.034000039E0,1.152999973E1
7.690200000E2,8.420000076E-1,8.040000200E-1,9.423000336E0
7.700200000E2,7.599999756E-2,5.740000010E-1,8.503999710E0
7.710200000E2,2.290000021E-1,-3.440000117E-1,8.963999748E0
7.720200000E2,1.034000039E0,1.909999996E-1,9.883000374E0
7.730200000E2,3.440000117E-1,1.417000055E0,1.076399994E1
7.740200000E2,-1.529999971E-1,1.838000059E0,1.007499981E1
7.750200000E2,1.140000001E-1,1.264000058E0,8.005999565E0
7.760200000E2,-9.570000172E-1,3.440000117E-1,8.810000420E0
7.770200000E2,-5.740000010E-1,-3.440000117E-1,7.776000023E0
7.780200000E2,-1.455000043E0,7.599999756E-2,1.191300011E1
7.790200000E2,7.269999981E-1,8.809999824E-1,1.003600025E1
7.800200000E2,-1.529999971E-1,7.269999981E-1,8.541999817E0
7.810200000E2,-3.440000117E-1,3.059999943E-1,7.737999916E0
7.820200000E2,1.646999955E0,-4.979999959E-1,8.005999565E0
7.830200000E2,6.510000229E-1,0.000000000E0,1.107100010E1
7.840200000E2,-4.210000038E-1,8.809999824E-1,1.041899967E1
7.850200000E2,-1.140000001E-1,7.659999728E-1,9.461999893E0
7.860200000E2,-4.210000038E-1,2.680000067E-1,8.312000275E0
7.870200000E2,-5.740000010E-1,2.680000067E-1,8.656999588E0
7.880200000E2,-6.119999886E-1,-4.589999914E-1,1.271800041E1
7.890200000E2,4.589999914E-1,1.608000040E0,1.068799973E1
7.900200000E2,2.680000067E-1,1.417000055E0,8.887000084E0
7.910200000E2,5.740000010E-1,1.340000033E0,7.202000141E0
7.920200000E2,7.269999981E-1,-3.440000117E-1,9.001999855E0
7.930200000E2,3.799999878E-2,-1.909999996E-1,1.179899979E1
7.940200000E2,-5.360000134E-1,7.269999981E-1,1.110900021E1
7.950200000E2,-3.440000117E-1,9.959999919E-1,9.807000160E0
7.960200000E2,-1.140000001E-1,7.269999981E-1,8.197999954E0
7.970200000E2,-4.589999914E-1,-2.680000067E-1,8.619000435E0
7.980200000E2,-1.225000024E0,0.000000000E0,9.729999542E0
7.990200000E2,-5.740000010E-1,9.570000172E-1,1.141499996E1
8.000200000E2,5.740000010E-1,1.378999949E0,1.072599983E1
8.010200000E2,7.599999756E-2,1.302000046E0,9.270000458E0
8.020200000E2,-3.799999878E-2,1.570000052E0,7.086999893E0
8.030200000E2,6.510000229E-1,-6.890000105E-1,8.236000061E0
8.040200000E2,1.187000036E0,-3.059999943E-1,1.122399998E1
8.050200000E2,-3.059999943E-1,1.608000040E0,1.179899979E1
8.060200000E2,-5.360000134E-1,1.417000055E0,1.030500031E1
8.070200000E2,-3.059999943E-1,7.269999981E-1,8.963999748E0
8.080200000E2,2.680000067E-1,1.187000036E0,6.972000122E0
8.090200000E2,-2.290000021E-1,-5.360000134E-1,9.232000351E0
8.100200000E2,-8.040000200E-1,1.140000001E-1,1.072599983E1
8.110200000E2,1.340000033E0,1.952999949E0,1.087899971E1
8.120200000E2,4.210000038E-1,8.420000076E-1,1.022799969E1
8.130200000E2,2.680000067E-1,1.187000036E0,6.972000122E0
8.140200000E2,4.589999914E-1,-1.149000049E0,9.538000107E0
8.150200000E2,-1.529999971E-1,8.040000200E-1,9.652999878E0
8.160200000E2,-1.909999996E-1,-3.799999878E-2,1.202799988E1
8.170200000E2,-6.510000229E-1,1.952999949E0,9.920999527E0
8.180200000E2,-8.040000200E-1,1.187000036E0,1.003600025E1
8.190200000E2,-6.119999886E-1,1.531999946E0,7.660999775E0
8.200200000E2,-3.799999878E-2,1.072000027E0,7.047999859E0
8.210200000E2,-5.740000010E-1,0.000000000E0,7.431000233E0
8.220200000E2,-8.809999824E-1,-1.302000046E0,1.176000023E1
8.230200000E2,-6.890000105E-1,1.340000033E0,1.076399994E1
8.240200000E2,1.140000001E-1,1.378999949E0,1.007499981E1
8.250200000E2,-4.589999914E-1,1.187000036E0,8.427000046E0
8.260200000E2,-5.740000010E-1,1.340000033E0,7.890999794E0
8.270200000E2,0.000000000E0,-4.589999914E-1,1.076399994E1
8.280200000E2,0.000000000E0,7.599999756E-2,1.068799973E1
8.290200000E2,-1.909999996E-1,7.269999981E-1,1.099400043E1
8.300200000E2,-4.979999959E-1,1.340000033E0,9.576999664E0
8.310200000E2,-7.659999728E-1,9.190000296E-1,8.734000206E0
8.320200000E2,-3.799999878E-2,-3.799999878E-2,8.274000168E0
8.330200000E2,-9.190000296E-1,-1.140000001E-1,8.848999977E0
8.340200000E2,-1.264000058E0,1.909999996E-1,1.206700039E1
8.350200000E2,9.190000296E-1,6.119999886E-1,1.095600033E1
8.360200000E2,0.000000000E0,8.809999824E-1,9.883000374E0
8.370200000E2,1.909999996E-1,1.340000033E0,7.776000023E0
8.380200000E2,-7.599999756E-2,5.360000134E-1,8.619000435E0
8.390200000E2,-7.599999756E-2,1.187000036E0,1.038099957E1
8.400200000E2,9.959999919E-1,1.608000040E0,1.130099964E1
8.410200000E2,-9.190000296E-1,1.340000033E0,1.130099964E1
8.420200000E2,-5.740000010E-1,1.838000059E0,8.925000191E0
8.430200000E2,-1.529999971E-1,1.570000052E0,8.388999939E0
8.440200000E2,3.799999878E-2,1.723000050E0,6.933000088E0
8.450200000E2,-4.589999914E-1,3.829999864E-1,9.270000458E0
8.460200000E2,-1.761999965E0,1.110000014E0,1.091699982E1
8.470200000E2,-1.646999955E0,1.072000027E0,1.214299965E1
8.480200000E2,2.680000067E-1,1.264000058E0,1.122399998E1
8.490200000E2,5.740000010E-1,1.378999949E0,9.461999893E0
8.500200000E2,-3.059999943E-1,1.264000058E0,8.350999832E0
8.510200000E2,-1.034000039E0,1.761999965E0,6.703999996E0
8.520200000E2,-3.059999943E-1,-3.799999878E-2,8.503999710E0
8.530200000E2,8.420000076E-1,-1.187000036E0,1.057299995E1
8.540200000E2,5.740000010E-1,-3.829999864E-1,9.920999527E0
8.550200000E2,1.140000001E-1,-3.799999878E-2,1.187500000E1
8.560200000E2,-3.799999878E-2,1.646999955E0,1.122399998E1
8.570200000E2,-7.659999728E-1,2.029999971E0,9.998000145E0
8.580200000E2,-4.979999959E-1,1.493999958E0,7.814000130E0
8.590200001E2,-2.290000021E-1,1.225000024E0,7.776000023E0
8.600200001E2,-5.360000134E-1,1.302000046E0,7.431000233E0
8.610200001E2,2.680000067E-1,-5.740000010E-1,9.423000336E0
8.620200001E2,-1.110000014E0,1.140000001E-1,9.998000145E0
8.630200001E2,-1.302000046E0,6.119999886E-1,1.244999981E1
8.640200001E2,-3.440000117E-1,8.809999824E-1,1.210499954E1
8.650200001E2,-3.799999878E-2,8.809999824E-1,9.347000122E0
8.660200001E2,1.909999996E-1,1.034000039E0,8.236000061E0
8.670200001E2,-5.740000010E-1,-5.360000134E-1,8.619000435E0
8.680200001E2,8.809999824E-1,0.000000000E0,1.003600025E1
8.690200001E2,-4.589999914E-1,5.360000134E-1,1.179899979E1
8.700200001E2,-4.979999959E-1,1.187000036E0,9.270000458E0
8.710200001E2,-4.979999959E-1,7.269999981E-1,9.729999542E0
8.720200001E2,-3.440000117E-1,1.187000036E0,7.393000126E0
8.730200001E2,-5.360000134E-1,-4.210000038E-1,9.154999733E0
8.740200001E2,-5.740000010E-1,-4.589999914E-1,9.116999626E0
8.750200001E2,-2.680000067E-1,7.269999981E-1,1.195199966E1
8.760200001E2,1.529999971E-1,8.809999824E-1,1.252600002E1
8.770200001E2,1.140000001E-1,1.110000014E0,9.767999649E0
8.780200001E2,1.140000001E-1,7.659999728E-1,8.236000061E0
8.790200001E2,-4.979999959E-1,6.510000229E-1,7.546000004E0
8.800200001E2,0.000000000E0,2.290000021E-1,8.350999832E0
8.810200001E2,-3.799999878E-2,3.829999864E-1,1.018999958E1
8.820200001E2,9.190000296E-1,3.799999878E-2,1.122399998E1
8.830200001E2,-2.290000021E-1,1.110000014E0,9.538000107E0
8.840200001E2,7.599999756E-2,1.264000058E0,8.121000290E0
8.850200001E2,-1.187000036E0,1.302000046E0,9.307999611E0
8.860200001E2,3.799999878E-2,4.589999914E-1,9.538000107E0
