"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.195440409E2,-1.193556833E1,-7.707455500E1,8.836001143E1,0.000000000E0,4.650000095E0,2.799999952E0,0.000000000E0
4.205439205E2,-1.193555833E1,-7.707455833E1,8.846000103E1,1.120550275E0,3.592999878E2,2.799999952E0,0.000000000E0
4.215457996E2,-1.193555333E1,-7.707455667E1,8.855995876E1,0.000000000E0,1.700000048E0,2.900000095E0,0.000000000E0
4.225439205E2,-1.193554500E1,-7.707456167E1,8.865997480E1,0.000000000E0,3.547200012E2,2.900000095E0,0.000000000E0
4.235441465E2,-1.193553500E1,-7.707456000E1,8.875990879E1,9.980463982E-1,3.588299866E2,2.900000095E0,0.000000000E0
4.245434162E2,-1.193552333E1,-7.707455833E1,8.875983487E1,1.046430230E0,3.599700012E2,2.900000095E0,0.000000000E0
4.255486352E2,-1.193551333E1,-7.707455833E1,8.875978739E1,1.026356101E0,3.593200073E2,3.000000000E0,0.000000000E0
4.265437353E2,-1.193550833E1,-7.707455833E1,8.875976365E1,9.265000224E-1,3.597300110E2,2.900000095E0,0.000000000E0
4.275535096E2,-1.193549500E1,-7.707455833E1,8.885970035E1,1.053121686E0,3.589500122E2,2.799999952E0,0.000000000E0
4.285510524E2,-1.193548833E1,-7.707455833E1,8.895966870E1,9.723103046E-1,1.199999973E-1,2.900000095E0,0.000000000E0
4.295442458E2,-1.193547833E1,-7.707456333E1,8.895967684E1,1.040253639E0,3.549800110E2,2.900000095E0,0.000000000E0
4.305437911E2,-1.193546833E1,-7.707456500E1,8.905964790E1,1.087608099E0,3.559700012E2,2.900000095E0,0.000000000E0
4.315438013E2,-1.193546167E1,-7.707456167E1,8.915957918E1,9.795163870E-1,2.809999943E0,2.900000095E0,0.000000000E0
4.325447849E2,-1.193545333E1,-7.707456333E1,8.915955815E1,9.450299740E-1,2.700000048E0,2.900000095E0,0.000000000E0
4.335477711E2,-1.193544500E1,-7.707456500E1,8.915953712E1,9.120877981E-1,3.587300110E2,3.000000000E0,0.000000000E0
4.345439051E2,-1.193543667E1,-7.707456667E1,8.915951610E1,9.259852767E-1,3.565799866E2,3.000000000E0,0.000000000E0
4.355449179E2,-1.193542833E1,-7.707457000E1,8.915951361E1,0.000000000E0,3.541499939E2,3.099999905E0,0.000000000E0
4.365439413E2,-1.193541667E1,-7.707457167E1,8.915947676E1,1.016576409E0,3.560299988E2,3.099999905E0,0.000000000E0
4.375438556E2,-1.193540833E1,-7.707457333E1,8.925945573E1,1.032018065E0,3.540799866E2,3.099999905E0,0.000000000E0
4.385448151E2,-1.193540167E1,-7.707457333E1,8.935942408E1,9.537802935E-1,3.564800110E2,3.099999905E0,0.000000000E0
4.395461463E2,-1.193539000E1,-7.707457500E1,8.945938723E1,1.037680030E0,3.549700012E2,3.000000000E0,0.000000000E0
4.405438626E2,-1.193537833E1,-7.707457000E1,8.945927623E1,1.137536168E0,3.594500122E2,3.000000000E0,0.000000000E0
4.415457184E2,-1.193536833E1,-7.707457500E1,8.935928436E1,1.109226346E0,3.566400146E2,2.900000095E0,0.000000000E0
4.425439666E2,-1.193535833E1,-7.707457333E1,8.945921835E1,1.069592834E0,3.571300049E2,2.799999952E0,0.000000000E0
4.435438879E2,-1.193534833E1,-7.707457500E1,8.975918941E1,1.074740052E0,3.563200073E2,2.799999952E0,0.000000000E0
4.445439220E2,-1.193533833E1,-7.707457333E1,8.975912340E1,1.077828288E0,9.399999976E-1,2.799999952E0,0.000000000E0
4.455478933E2,-1.193533167E1,-7.707457333E1,9.005909175E1,8.698805571E-1,3.597799988E2,2.799999952E0,0.000000000E0
4.465439556E2,-1.193532167E1,-7.707458167E1,9.005913696E1,9.661335945E-1,3.563699951E2,2.799999952E0,0.000000000E0
4.475451714E2,-1.193531333E1,-7.707458833E1,8.975917154E1,9.357650280E-1,3.504200134E2,2.700000048E0,0.000000000E0
4.485439860E2,-1.193530333E1,-7.707459167E1,8.965916114E1,9.661335945E-1,3.505299988E2,2.700000048E0,0.000000000E0
4.495438077E2,-1.193529500E1,-7.707459667E1,8.935917719E1,9.512066841E-1,3.507600098E2,2.700000048E0,0.000000000E0
4.505447105E2,-1.193528667E1,-7.707460000E1,8.925917470E1,9.476035833E-1,3.532099915E2,2.599999905E0,0.000000000E0
4.515463997E2,-1.193527667E1,-7.707460000E1,8.935912722E1,9.723103046E-1,3.565499878E2,2.599999905E0,0.000000000E0
4.525437733E2,-1.193526667E1,-7.707460333E1,8.925911682E1,1.054665804E0,3.567600098E2,2.599999905E0,0.000000000E0
4.535435222E2,-1.193525333E1,-7.707460333E1,8.925905352E1,1.106138110E0,3.571799927E2,2.599999905E0,0.000000000E0
4.545439056E2,-1.193524333E1,-7.707460833E1,8.965906165E1,1.041797757E0,3.528699951E2,2.599999905E0,0.000000000E0
4.555439014E2,-1.193523333E1,-7.707460833E1,8.995901418E1,9.918697476E-1,3.586600037E2,2.599999905E0,0.000000000E0
4.565440420E2,-1.193522333E1,-7.707461000E1,9.015898524E1,1.049518585E0,3.543500061E2,2.599999905E0,0.000000000E0
4.575462033E2,-1.193521000E1,-7.707460833E1,9.045890340E1,1.128785849E0,3.547099915E2,2.500000000E0,0.000000000E0
4.585438051E2,-1.193519500E1,-7.707460833E1,9.065883219E1,1.217832804E0,3.567999878E2,2.500000000E0,0.000000000E0
4.595443876E2,-1.193518500E1,-7.707460833E1,9.095878471E1,1.131874204E0,3.587999878E2,2.400000095E0,0.000000000E0
4.605444083E2,-1.193517667E1,-7.707460833E1,9.095874515E1,9.975316525E-1,3.580799866E2,2.400000095E0,0.000000000E0
4.615437459E2,-1.193516667E1,-7.707460667E1,9.075867914E1,1.018120527E0,2.799999952E0,2.400000095E0,0.000000000E0
4.625447842E2,-1.193515667E1,-7.707460667E1,9.095863166E1,1.016061664E0,6.299999952E-1,2.400000095E0,0.000000000E0
4.635473916E2,-1.193514833E1,-7.707460833E1,9.075861064E1,1.001134753E0,3.563800049E2,2.400000095E0,0.000000000E0
4.645440046E2,-1.193513667E1,-7.707461000E1,9.075857379E1,1.055180550E0,3.547500000E2,2.400000095E0,0.000000000E0
4.655446520E2,-1.193512667E1,-7.707461167E1,9.085854485E1,1.018635273E0,3.513599854E2,2.400000095E0,0.000000000E0
4.665438351E2,-1.193511833E1,-7.707461167E1,9.065850529E1,1.016576409E0,3.530899963E2,2.400000095E0,0.000000000E0
4.675440443E2,-1.193510667E1,-7.707461333E1,9.095846843E1,1.064960241E0,3.516300049E2,2.400000095E0,0.000000000E0
4.685449474E2,-1.193510000E1,-7.707461167E1,9.045841825E1,9.542949796E-1,3.505000000E2,2.400000095E0,0.000000000E0
4.695459946E2,-1.193509167E1,-7.707461000E1,9.045836015E1,9.331913590E-1,3.573200073E2,2.400000095E0,0.000000000E0
4.705438464E2,-1.193508333E1,-7.707460667E1,9.055828351E1,9.815752506E-1,3.390000105E0,2.400000095E0,0.000000000E0
4.715495270E2,-1.193507500E1,-7.707460333E1,9.035820688E1,9.846636057E-1,6.199999809E0,2.400000095E0,0.000000000E0
4.725439338E2,-1.193506667E1,-7.707460500E1,9.015818585E1,1.033047557E0,3.564500122E2,2.400000095E0,0.000000000E0
4.735439893E2,-1.193506000E1,-7.707460333E1,8.995813566E1,9.440005422E-1,3.590799866E2,2.400000095E0,0.000000000E0
4.745440225E2,-1.193505167E1,-7.707460167E1,8.975807757E1,1.016061664E0,2.099999905E0,2.400000095E0,0.000000000E0
4.755461100E2,-1.193504333E1,-7.707460167E1,8.945803800E1,9.661335945E-1,3.578299866E2,2.400000095E0,0.000000000E0
4.765438830E2,-1.193503333E1,-7.707460000E1,8.945797199E1,9.537802935E-1,2.259999990E0,2.400000095E0,0.000000000E0
4.775441474E2,-1.193502333E1,-7.707460167E1,8.975794305E1,9.053964019E-1,3.585400085E2,2.500000000E0,0.000000000E0
4.785439863E2,-1.193501333E1,-7.707460167E1,8.965789558E1,9.491477609E-1,3.577300110E2,2.500000000E0,0.000000000E0
4.795439105E2,-1.193500333E1,-7.707460667E1,8.975790371E1,1.037165284E0,3.507900085E2,2.500000000E0,0.000000000E0
4.805396462E2,-1.193499167E1,-7.707460833E1,8.985786686E1,1.042827249E0,3.521099854E2,2.500000000E0,0.000000000E0
4.815464890E2,-1.193498500E1,-7.707460333E1,8.985777960E1,9.615011215E-1,2.970000029E0,2.500000000E0,0.000000000E0
4.825439856E2,-1.193497333E1,-7.707460667E1,9.005776129E1,1.103049755E0,3.549500122E2,2.400000095E0,0.000000000E0
4.835441789E2,-1.193496167E1,-7.707461000E1,9.055774297E1,1.081431389E0,3.558299866E2,2.400000095E0,0.000000000E0
4.845439248E2,-1.193495167E1,-7.707461000E1,9.055769550E1,1.055695295E0,3.561600037E2,2.400000095E0,0.000000000E0
4.855486182E2,-1.193494167E1,-7.707460833E1,9.075762948E1,1.068048596E0,3.576799927E2,2.400000095E0,0.000000000E0
4.865444372E2,-1.193493167E1,-7.707460667E1,9.115756347E1,1.001134753E0,3.599800110E2,2.500000000E0,0.000000000E0
4.875458271E2,-1.193492167E1,-7.707460667E1,9.135751600E1,1.055695295E0,3.580700073E2,2.500000000E0,0.000000000E0
4.885441194E2,-1.193491167E1,-7.707460833E1,9.155748706E1,1.147315860E0,3.518399963E2,2.500000000E0,0.000000000E0
4.895397943E2,-1.193490000E1,-7.707461167E1,9.195746874E1,1.072166443E0,3.487600098E2,2.500000000E0,0.000000000E0
4.905437957E2,-1.193488833E1,-7.707461500E1,9.215745043E1,1.125697494E0,3.477000122E2,2.500000000E0,0.000000000E0
4.915438015E2,-1.193487667E1,-7.707461667E1,9.245741358E1,1.122609138E0,3.487399902E2,2.599999905E0,0.000000000E0
4.925439386E2,-1.193486500E1,-7.707461833E1,9.305737673E1,1.091211081E0,3.496099854E2,2.599999905E0,0.000000000E0
4.935460048E2,-1.193485500E1,-7.707461833E1,9.335732925E1,1.034591675E0,3.507799988E2,2.700000048E0,0.000000000E0
4.945440223E2,-1.193484333E1,-7.707462167E1,9.375731094E1,1.041283011E0,3.485499878E2,2.700000048E0,0.000000000E0
4.955448460E2,-1.193483000E1,-7.707462333E1,9.405726617E1,1.078343034E0,3.495700073E2,2.700000048E0,0.000000000E0
4.965450863E2,-1.193481667E1,-7.707462333E1,9.445720287E1,1.225553632E0,3.528699951E2,2.700000048E0,0.000000000E0
4.975448573E2,-1.193480333E1,-7.707462333E1,9.495713957E1,1.150404215E0,3.517600098E2,2.700000048E0,0.000000000E0
4.985438770E2,-1.193479167E1,-7.707462333E1,9.525708418E1,1.156066060E0,3.538200073E2,2.799999952E0,0.000000000E0
4.995419478E2,-1.193478333E1,-7.707462833E1,9.555710023E1,1.089666963E0,3.499800110E2,2.799999952E0,0.000000000E0
5.005449717E2,-1.193477500E1,-7.707462500E1,9.575702359E1,9.831194282E-1,3.553999939E2,2.799999952E0,0.000000000E0
5.015442373E2,-1.193476500E1,-7.707462667E1,9.615699466E1,9.784869552E-1,3.582500000E2,2.799999952E0,0.000000000E0
5.025439092E2,-1.193475333E1,-7.707462667E1,9.645693927E1,1.098417163E0,1.250000000E0,2.799999952E0,0.000000000E0
5.035440012E2,-1.193474167E1,-7.707463000E1,9.675692095E1,1.176655054E0,3.588599854E2,2.799999952E0,0.000000000E0
5.045439941E2,-1.193473000E1,-7.707463167E1,9.705688410E1,1.203420520E0,3.592900085E2,2.799999952E0,0.000000000E0
5.055458246E2,-1.193471667E1,-7.707463667E1,9.745687641E1,1.232244968E0,3.570299988E2,2.799999952E0,0.000000000E0
5.065439280E2,-1.193470833E1,-7.707463333E1,9.765679978E1,1.147830606E0,2.380000114E0,2.799999952E0,0.000000000E0
5.075442213E2,-1.193469667E1,-7.707463833E1,9.805680000E1,1.163272262E0,3.589700012E2,2.799999952E0,0.000000000E0
5.085439947E2,-1.193468667E1,-7.707464000E1,9.845677106E1,1.068048596E0,3.567600098E2,2.799999952E0,0.000000000E0
5.095438865E2,-1.193467667E1,-7.707464167E1,9.915674212E1,9.872372150E-1,3.582399902E2,2.799999952E0,0.000000000E0
5.105438740E2,-1.193466667E1,-7.707464000E1,9.965667611E1,9.995905757E-1,3.619999886E0,2.900000095E0,0.000000000E0
5.115460578E2,-1.193465833E1,-7.707463833E1,9.995661801E1,1.007826090E0,4.389999866E0,2.900000095E0,0.000000000E0
5.125439324E2,-1.193464833E1,-7.707464000E1,1.004565891E2,1.047974467E0,4.139999866E0,2.900000095E0,0.000000000E0
5.135447390E2,-1.193463500E1,-7.707464167E1,1.008565443E2,1.072166443E0,4.480000019E0,2.900000095E0,0.000000000E0
5.145440860E2,-1.193462333E1,-7.707465167E1,1.013566001E2,1.003193617E0,3.500899963E2,2.900000095E0,0.000000000E0
5.155440159E2,-1.193461333E1,-7.707465667E1,1.015566083E2,9.527508616E-1,3.468500061E2,2.900000095E0,0.000000000E0
5.165397516E2,-1.193460333E1,-7.707465833E1,1.016565793E2,8.951019645E-1,3.465799866E2,2.900000095E0,0.000000000E0
5.175441111E2,-1.193459667E1,-7.707466833E1,1.019566589E2,9.887813926E-1,3.411300049E2,2.900000095E0,0.000000000E0
5.185439670E2,-1.193458667E1,-7.707467333E1,1.021566670E2,9.337061048E-1,3.432300110E2,2.900000095E0,0.000000000E0
5.195439380E2,-1.193457833E1,-7.707467500E1,1.023566460E2,9.589275122E-1,3.420499878E2,2.900000095E0,0.000000000E0
5.205438273E2,-1.193456667E1,-7.707467667E1,1.024566092E2,1.023267746E0,3.448399963E2,2.900000095E0,0.000000000E0
5.215450879E2,-1.193455500E1,-7.707468000E1,1.025565908E2,1.052092195E0,3.452999878E2,2.900000095E0,0.000000000E0
5.225439380E2,-1.193454167E1,-7.707468333E1,1.026565646E2,1.178199172E0,3.475899963E2,2.900000095E0,0.000000000E0
5.235461080E2,-1.193453000E1,-7.707468333E1,1.026565092E2,1.132903576E0,3.506799927E2,2.900000095E0,0.000000000E0
5.245438658E2,-1.193452167E1,-7.707468833E1,1.025565253E2,1.102020264E0,3.474500122E2,2.900000095E0,0.000000000E0
5.255440730E2,-1.193451167E1,-7.707469000E1,1.024564963E2,1.115403056E0,3.499299927E2,2.900000095E0,0.000000000E0
5.265434802E2,-1.193450333E1,-7.707469000E1,1.022564568E2,1.056724668E0,3.547699890E2,2.900000095E0,0.000000000E0
5.275439397E2,-1.193449167E1,-7.707469333E1,1.023564385E2,1.091725826E0,3.543599854E2,2.900000095E0,0.000000000E0
5.285438597E2,-1.193448000E1,-7.707469333E1,1.023563831E2,1.112314701E0,3.581700134E2,2.900000095E0,0.000000000E0
5.295464756E2,-1.193446833E1,-7.707469333E1,1.024563277E2,1.109226346E0,1.099999994E-1,2.900000095E0,0.000000000E0
5.305438639E2,-1.193445833E1,-7.707469167E1,1.026562617E2,1.075769424E0,3.970000029E0,2.900000095E0,0.000000000E0
5.315440967E2,-1.193444833E1,-7.707469500E1,1.023562513E2,1.033047557E0,4.900000095E0,2.799999952E0,0.000000000E0
5.325440547E2,-1.193443833E1,-7.707470167E1,1.020562779E2,1.072681069E0,3.558500061E2,2.799999952E0,0.000000000E0
5.335439742E2,-1.193442667E1,-7.707470500E1,1.015562596E2,1.128271103E0,3.530299988E2,2.799999952E0,0.000000000E0
5.345448035E2,-1.193441667E1,-7.707470667E1,1.014562307E2,0.000000000E0,3.523200073E2,2.799999952E0,0.000000000E0
5.355481471E2,-1.193440667E1,-7.707470500E1,1.011561647E2,1.029444456E0,3.524800110E2,2.799999952E0,0.000000000E0
5.365396541E2,-1.193439667E1,-7.707470333E1,1.008560987E2,0.000000000E0,3.537799988E2,2.799999952E0,0.000000000E0
5.375449820E2,-1.193438333E1,-7.707470500E1,1.005560539E2,0.000000000E0,3.518500061E2,2.900000095E0,0.000000000E0
5.385438992E2,-1.193437500E1,-7.707470333E1,1.004559958E2,0.000000000E0,3.535499878E2,2.900000095E0,0.000000000E0
5.395448767E2,-1.193436500E1,-7.707470333E1,1.001559483E2,0.000000000E0,3.533900146E2,2.900000095E0,0.000000000E0
5.405438850E2,-1.193435500E1,-7.707470333E1,9.985590085E1,0.000000000E0,3.535599976E2,3.000000000E0,0.000000000E0
5.415460904E2,-1.193434500E1,-7.707470500E1,9.965587192E1,1.096358299E0,3.514500122E2,3.099999905E0,0.000000000E0
5.425437546E2,-1.193433500E1,-7.707470333E1,9.935580590E1,1.180258036E0,3.530100098E2,3.099999905E0,0.000000000E0
5.435440087E2,-1.193432667E1,-7.707470500E1,9.945578488E1,0.000000000E0,3.523699951E2,3.099999905E0,0.000000000E0
5.445442706E2,-1.193431500E1,-7.707469833E1,9.965565534E1,0.000000000E0,9.000000358E-2,3.200000048E0,0.000000000E0
5.455422668E2,-1.193430000E1,-7.707470000E1,9.965560267E1,0.000000000E0,3.579800110E2,3.299999952E0,0.000000000E0
5.465440449E2,-1.193429167E1,-7.707470167E1,9.985558164E1,0.000000000E0,3.575299988E2,3.299999952E0,0.000000000E0
5.475464010E2,-1.193428167E1,-7.707471167E1,1.001556454E2,1.188493609E0,3.506600037E2,3.299999952E0,0.000000000E0
5.485448846E2,-1.193426833E1,-7.707470833E1,1.003555450E2,0.000000000E0,3.534599915E2,3.400000095E0,0.000000000E0
5.495438504E2,-1.193425833E1,-7.707471000E1,1.007555161E2,1.166875243E0,3.511400146E2,3.400000095E0,0.000000000E0
5.505439726E2,-1.193424500E1,-7.707471000E1,1.008554528E2,1.262613654E0,3.503500061E2,3.500000000E0,0.000000000E0
5.515437667E2,-1.193423500E1,-7.707470500E1,1.009553497E2,1.208567739E0,3.522099915E2,3.500000000E0,0.000000000E0
5.525448206E2,-1.193422333E1,-7.707469500E1,1.009551831E2,1.200332165E0,3.546199951E2,3.500000000E0,0.000000000E0
5.535458336E2,-1.193421333E1,-7.707469500E1,1.010551356E2,1.125182748E0,3.542999878E2,3.599999905E0,0.000000000E0
5.545454528E2,-1.193420833E1,-7.707469500E1,1.009551119E2,0.000000000E0,3.547099915E2,3.599999905E0,0.000000000E0
5.555436858E2,-1.193419833E1,-7.707469000E1,1.009550088E2,0.000000000E0,3.568599854E2,3.700000048E0,0.000000000E0
5.565442670E2,-1.193419500E1,-7.707468167E1,1.006549003E2,9.136319160E-1,1.190000057E0,3.799999952E0,0.000000000E0
5.575437742E2,-1.193418333E1,-7.707467000E1,1.009547151E2,0.000000000E0,4.750000000E0,3.799999952E0,0.000000000E0
5.585442770E2,-1.193417000E1,-7.707466333E1,1.010545777E2,1.026870847E0,6.230000019E0,3.799999952E0,0.000000000E0
5.595461010E2,-1.193416167E1,-7.707465667E1,1.004544640E2,1.038709402E0,7.230000019E0,3.799999952E0,0.000000000E0
5.605438840E2,-1.193415167E1,-7.707464167E1,9.965424967E1,1.097902536E0,8.529999733E0,3.700000048E0,0.000000000E0
5.615451519E2,-1.193413667E1,-7.707463833E1,9.985414139E1,1.119006157E0,7.090000153E0,3.700000048E0,0.000000000E0
5.625449175E2,-1.193412500E1,-7.707463000E1,9.905399332E1,1.189008355E0,8.199999809E0,3.700000048E0,0.000000000E0
5.635437653E2,-1.193411500E1,-7.707462667E1,9.855390877E1,1.175625563E0,5.639999866E0,3.599999905E0,0.000000000E0
5.645449010E2,-1.193410333E1,-7.707462333E1,9.815381631E1,1.218862176E0,3.440000057E0,3.599999905E0,0.000000000E0
5.655463202E2,-1.193409167E1,-7.707461500E1,9.805366824E1,1.266216636E0,4.630000114E0,3.599999905E0,0.000000000E0
5.665439144E2,-1.193408500E1,-7.707460833E1,9.735356244E1,1.192611337E0,3.930000067E0,3.500000000E0,0.000000000E0
5.675442041E2,-1.193407333E1,-7.707460167E1,9.755343290E1,1.125697494E0,7.980000019E0,3.400000095E0,0.000000000E0
5.685439201E2,-1.193406167E1,-7.707459667E1,9.765332191E1,1.054665804E0,1.072999954E1,3.400000095E0,0.000000000E0
5.695439022E2,-1.193405000E1,-7.707458667E1,9.725315530E1,1.151433587E0,9.810000420E0,3.200000048E0,0.000000000E0
5.705398002E2,-1.193403667E1,-7.707458500E1,9.745307346E1,0.000000000E0,9.310000420E0,3.200000048E0,0.000000000E0
5.715461101E2,-1.193402500E1,-7.707458500E1,9.765301807E1,1.112314701E0,5.639999866E0,3.200000048E0,0.000000000E0
5.725437911E2,-1.193401500E1,-7.707458500E1,9.765297060E1,1.123123884E0,5.619999886E0,3.200000048E0,0.000000000E0
5.735450431E2,-1.193401000E1,-7.707459667E1,9.775307662E1,9.620158076E-1,3.530100098E2,3.200000048E0,0.000000000E0
5.745437023E2,-1.193400333E1,-7.707460333E1,9.745311911E1,1.011429191E0,3.499700012E2,3.099999905E0,0.000000000E0
5.755439210E2,-1.193399667E1,-7.707460667E1,9.745312454E1,9.589275122E-1,3.518500061E2,3.099999905E0,0.000000000E0
5.765440340E2,-1.193398833E1,-7.707460833E1,9.715310351E1,9.527508616E-1,3.515000000E2,3.099999905E0,0.000000000E0
5.775458217E2,-1.193397833E1,-7.707461000E1,9.685307457E1,1.035106421E0,3.525400085E2,3.099999905E0,0.000000000E0
5.785439003E2,-1.193396833E1,-7.707461000E1,9.635302710E1,1.034076929E0,3.524100037E2,3.099999905E0,0.000000000E0
5.795442741E2,-1.193396167E1,-7.707461000E1,9.605299545E1,9.290736318E-1,3.536000061E2,3.099999905E0,0.000000000E0
5.805546596E2,-1.193395000E1,-7.707461167E1,9.585295860E1,1.024297237E0,3.518099976E2,3.099999905E0,0.000000000E0
5.815442249E2,-1.193394000E1,-7.707460833E1,9.565287405E1,1.064960241E0,3.540400085E2,3.099999905E0,0.000000000E0
5.825441733E2,-1.193392833E1,-7.707460667E1,9.545280012E1,1.048489213E0,3.562200012E2,3.099999905E0,0.000000000E0
5.835461130E2,-1.193392000E1,-7.707460667E1,9.535276056E1,0.000000000E0,3.574899902E2,3.200000048E0,0.000000000E0
5.845441574E2,-1.193391000E1,-7.707460167E1,9.525265748E1,0.000000000E0,8.899999857E-1,3.200000048E0,0.000000000E0
5.855449582E2,-1.193390167E1,-7.707460000E1,9.505259938E1,0.000000000E0,1.279999971E0,3.200000048E0,0.000000000E0
5.865438953E2,-1.193389000E1,-7.707459833E1,9.495252545E1,0.000000000E0,1.299999952E-1,3.200000048E0,0.000000000E0
5.875450882E2,-1.193388167E1,-7.707459667E1,9.485246735E1,0.000000000E0,7.500000000E-1,3.200000048E0,0.000000000E0
5.885438213E2,-1.193387000E1,-7.707459333E1,9.465237489E1,0.000000000E0,1.950000048E0,3.200000048E0,0.000000000E0
5.895460454E2,-1.193386000E1,-7.707458500E1,9.445223473E1,0.000000000E0,6.829999924E0,3.299999952E0,0.000000000E0
5.905438807E2,-1.193385000E1,-7.707458333E1,9.425216872E1,0.000000000E0,7.360000134E0,3.299999952E0,0.000000000E0
5.915451744E2,-1.193384000E1,-7.707458167E1,9.405210271E1,0.000000000E0,3.809999943E0,3.299999952E0,0.000000000E0
5.925438990E2,-1.193382500E1,-7.707457833E1,9.375199442E1,1.120035529E0,3.539999962E0,3.200000048E0,0.000000000E0
5.935439237E2,-1.193381500E1,-7.707457667E1,9.345192841E1,0.000000000E0,4.139999866E0,3.200000048E0,0.000000000E0
5.945450899E2,-1.193380500E1,-7.707457333E1,9.315184386E1,0.000000000E0,5.070000172E0,3.200000048E0,0.000000000E0
5.955458267E2,-1.193379333E1,-7.707457333E1,9.265178848E1,0.000000000E0,3.859999895E0,3.200000048E0,0.000000000E0
5.965440033E2,-1.193378167E1,-7.707456833E1,9.235167748E1,0.000000000E0,3.799999952E0,3.200000048E0,0.000000000E0
5.975453689E2,-1.193377167E1,-7.707456333E1,9.225157439E1,1.152463078E0,6.869999886E0,3.200000048E0,0.000000000E0
5.985440230E2,-1.193376333E1,-7.707456833E1,9.165159044E1,9.769427776E-1,7.039999962E0,3.299999952E0,0.000000000E0
5.995522467E2,-1.193375167E1,-7.707456833E1,9.095153505E1,1.024811983E0,7.090000153E0,3.299999952E0,0.000000000E0
6.005438903E2,-1.193374500E1,-7.707457500E1,8.965157755E1,8.307616711E-1,1.306000042E1,3.299999952E0,0.000000000E0
6.015475368E2,-1.193372833E1,-7.707458167E1,8.875157257E1,1.108196974E0,6.510000229E0,3.299999952E0,0.000000000E0
6.025439441E2,-1.193371667E1,-7.707459167E1,8.785162840E1,1.116947174E0,3.593699951E2,3.299999952E0,0.000000000E0
6.035442976E2,-1.193370500E1,-7.707459833E1,8.705164716E1,1.142683387E0,3.577300110E2,3.299999952E0,0.000000000E0
6.045449874E2,-1.193369667E1,-7.707460167E1,8.625164467E1,1.004223108E0,3.575199890E2,3.299999952E0,0.000000000E0
6.055431417E2,-1.193368833E1,-7.707460833E1,8.605167925E1,1.012458563E0,3.577200012E2,3.299999952E0,0.000000000E0
6.065431495E2,-1.193368500E1,-7.707463167E1,8.625192294E1,9.089994431E-1,3.461799927E2,3.099999905E0,0.000000000E0
6.075447857E2,-1.193368500E1,-7.707465833E1,8.665221953E1,7.885544300E-1,3.343699951E2,2.900000095E0,0.000000000E0
6.085441086E2,-1.193368833E1,-7.707467500E1,8.605242072E1,4.946480691E-1,3.136000061E2,2.799999952E0,0.000000000E0
6.095435897E2,-1.193368667E1,-7.707469500E1,8.555263525E1,6.742861271E-1,2.931600037E2,2.700000048E0,0.000000000E0
6.105430323E2,-1.193368500E1,-7.707471000E1,8.505279416E1,7.921574712E-1,2.843099976E2,2.700000048E0,0.000000000E0
6.115430997E2,-1.193368333E1,-7.707472000E1,8.465289747E1,7.700244188E-1,2.774800110E2,2.700000048E0,0.000000000E0
6.125432370E2,-1.193368500E1,-7.707473333E1,8.435305368E1,8.590713739E-1,2.705700073E2,2.799999952E0,0.000000000E0
6.135465359E2,-1.193368167E1,-7.707474167E1,8.415313053E1,0.000000000E0,2.758299866E2,2.799999952E0,0.000000000E0
6.145429182E2,-1.193368167E1,-7.707475167E1,8.415324175E1,0.000000000E0,2.774299927E2,2.799999952E0,0.000000000E0
6.155430394E2,-1.193368000E1,-7.707475833E1,8.395330799E1,0.000000000E0,2.752600098E2,2.900000095E0,0.000000000E0
6.165438078E2,-1.193368167E1,-7.707477000E1,8.375344566E1,0.000000000E0,2.704700012E2,3.000000000E0,0.000000000E0
6.175432395E2,-1.193369000E1,-7.707478167E1,8.405361498E1,0.000000000E0,2.639599915E2,3.099999905E0,0.000000000E0
6.185430720E2,-1.193369667E1,-7.707478833E1,8.445372077E1,0.000000000E0,2.597500000E2,3.200000048E0,0.000000000E0
6.195447082E2,-1.193371333E1,-7.707479833E1,8.515391112E1,0.000000000E0,2.497700043E2,3.200000048E0,0.000000000E0
6.205431745E2,-1.193370500E1,-7.707480667E1,8.555396424E1,0.000000000E0,2.616900024E2,3.200000048E0,0.000000000E0
6.215432049E2,-1.193370333E1,-7.707481833E1,8.565408608E1,0.000000000E0,2.607999878E2,3.200000048E0,0.000000000E0
6.225426912E2,-1.193370333E1,-7.707482833E1,8.595419730E1,0.000000000E0,2.605700073E2,3.299999952E0,0.000000000E0
6.235442290E2,-1.193370833E1,-7.707483833E1,8.655433226E1,0.000000000E0,2.622999878E2,3.200000048E0,0.000000000E0
6.245433613E2,-1.193371500E1,-7.707484667E1,8.685445659E1,9.954727888E-1,2.573999939E2,3.200000048E0,0.000000000E0
6.255463287E2,-1.193372167E1,-7.707485667E1,8.705459946E1,1.049518585E0,2.570499878E2,3.099999905E0,0.000000000E0
6.265428957E2,-1.193372167E1,-7.707486833E1,8.705472922E1,1.079372525E0,2.581799927E2,3.200000048E0,0.000000000E0
6.275434520E2,-1.193370833E1,-7.707488667E1,8.735486982E1,1.123123884E0,2.675799866E2,3.200000048E0,0.000000000E0
6.285438581E2,-1.193371000E1,-7.707489833E1,8.735500749E1,0.000000000E0,2.661400146E2,3.200000048E0,0.000000000E0
